tx,RevokeEncodedAccountKey,GenerateUUID,GetAccountBalance,SetValue,ValueDecoded,ProgramChecked,ProgramParsed,ValueEncoded,ProgramInterpreted,GetProgram,ValueExists,GetStorageUsed,function_or_loop_call,UpdateAccountContractCode,ContractFunctionInvoke,GetValue,EmitEvent,GetStorageCapacity,GetAccountContractCode,GetCode,AllocateStorageIndex,SetProgram,CreateAccount,AddEncodedAccountKey,GetAccountAvailableBalance,ResolveLocation,ms
emit event + convert int to string,0,1,0,343,14,1,1,0,5,20,0,3,293476,0,4,2251,1131,3,0,0,0,1,0,0,0,3,113
add key to account + copy array from storage,0,1,0,343,14,1,1,0,5,20,0,3,12028,0,4,2646,2025,3,0,0,0,1,0,2022,0,3,195
add key to account + convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,152445,0,4,2094,2012,3,0,0,0,1,0,2009,0,3,221
borrow array from storage + get account and get available balance,0,1,0,343,422,7,7,0,141,437,0,139,84742,0,140,65342,3,3,6,6,0,7,0,0,136,12,151
get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,75794,0,4,2358,3,3,0,0,0,1,0,0,0,3,199
get public account + get account and get balance,0,1,486,343,1471,1,1,0,491,2450,0,3,135796,0,490,234888,3,3,0,0,0,1,0,0,0,3,343
get account and get balance + get signer vault,0,1,148,343,458,1,1,0,153,760,0,3,40944,0,152,73127,3,3,0,0,0,1,0,0,0,3,117
get account and get balance + call empty contract function,0,1,551,343,1667,1,1,0,556,2775,0,3,11240,0,555,266180,3,3,0,0,0,1,0,0,0,3,220
get signer address,0,1,0,343,13,7,7,0,5,29,0,3,3005,0,4,2094,3,3,6,6,0,7,0,0,0,12,10
get account and get storage capacity,0,1,0,343,3988,1,1,0,1330,3995,0,3,5302,0,1329,612919,3,1328,0,0,0,1,0,0,0,3,339
get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,33530,0,4,2358,3,3,0,0,0,1,0,0,0,3,70
mint NFT + get account and get balance,0,1381,189,278846,584,1,1,0,195,968,0,4,17320,0,194,96811,3,4,0,0,1415,1,0,0,0,3,135
call empty contract function + get account and get storage capacity,0,1,0,343,2015,1,1,0,672,2021,0,3,10044,0,671,309736,3,670,0,0,0,1,0,0,0,3,200
get signer vault + get signer address,0,1,0,343,14,1,1,0,5,20,0,3,149521,0,4,2235,3,3,0,0,0,1,0,0,0,3,211
get account and get storage used + create new account,0,196,0,47728,598,1,1,195,135,540,195,11794,47168,0,134,91729,393,68,0,0,65,1,65,0,0,3,336
borrow array from storage + get public account,0,1,0,343,14,1,1,0,5,20,0,3,202860,0,4,2646,3,3,0,0,0,1,0,0,0,3,174
create new account and deploy contract + create new account,0,367,0,97610,1111,86,86,451,419,996,366,125,747,85,248,170332,820,125,85,85,207,1,122,0,0,3,267
add and remove key to/from account + copy array from storage and save a duplicate,878,1,0,895,15,7,7,1,5,29,0,3,44136,0,4,3198,1759,3,6,6,1461,7,0,878,0,12,180
copy array from storage and save a duplicate + convert int to string,0,1,0,895,15,1,1,1,5,20,0,3,322438,0,4,3198,3,3,0,0,111,1,0,0,0,3,122
load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,106868,0,4,2138,3,3,0,0,0,1,0,0,0,3,80
convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,118694,0,4,2094,3,3,0,0,0,1,0,0,0,3,45
convert int to string and concatenate it,0,1,0,343,13,1,1,0,5,20,0,3,209787,0,4,2094,3,3,0,0,0,1,0,0,0,3,101
get account and get storage capacity + get signer vault,0,1,0,343,893,1,1,0,298,899,0,3,11864,0,297,137308,3,296,0,0,0,1,0,0,0,3,92
add key to account,0,1,0,343,13,1,1,0,5,20,0,3,13232,0,4,2094,2649,3,0,0,0,1,0,2646,0,3,197
add and remove key to/from account + get signer address,31,1,0,343,13,1,1,0,5,20,0,3,391676,0,4,2094,65,3,0,0,0,1,0,31,0,3,147
copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,19580,0,4,3198,3,3,0,0,753,1,0,0,0,3,35
create new account and deploy contract + copy array from storage,0,142,0,39212,437,48,48,188,193,396,141,50,197695,47,98,67459,332,50,47,47,94,1,47,0,0,3,249
load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,40166,0,4,2097,3,3,0,0,0,1,0,0,0,3,32
load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,308816,0,4,2097,3,3,0,0,0,1,0,0,0,3,228
borrow array from storage + load and save long string on signers address,0,1,0,387,15,1,1,1,5,20,0,3,204034,0,4,2649,3,3,0,0,0,1,0,0,0,3,432
add key to account + copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,8499,0,4,3198,532,3,0,0,225,1,0,529,0,3,52
get signer vault + get signer address,0,1,0,343,14,1,1,0,5,20,0,3,170371,0,4,2235,3,3,0,0,0,1,0,0,0,3,118
get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,16172,64678,0,4,2094,3,3,0,0,0,1,0,0,0,3,201
get signer address + get public account,0,1,0,343,13,1,1,0,5,20,0,3,628728,0,4,2094,3,3,0,0,0,1,0,0,0,3,296
get account and get balance + get signer vault,0,1,509,343,1541,1,1,0,514,2565,0,3,93148,0,513,246046,3,3,0,0,0,1,0,0,0,3,322
get account and get available balance,0,1,0,343,2134,1,1,0,712,2141,0,710,2830,0,711,328021,3,3,0,0,0,1,0,0,707,3,219
load and save empty string on signers address,0,1,0,346,14,7,7,1,5,29,0,3,42050,0,4,2097,3,3,6,6,0,7,0,0,0,12,37
get public account + get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,5727,174424,0,4,2094,3,3,0,0,0,1,0,0,0,3,232
convert int to string + get signer address,0,1,0,343,13,1,1,0,5,20,0,3,318556,0,4,2094,3,3,0,0,0,1,0,0,0,3,117
load and save long string on signers address + add key to account,0,1,0,387,14,1,1,1,5,20,0,3,140631,0,4,2138,2044,3,0,0,0,1,0,2041,0,3,259
emit event,0,1,0,343,14,1,1,0,5,20,0,3,294434,0,4,2251,49075,3,0,0,0,1,0,0,0,3,427
get account and get storage used + emit event,0,1,0,343,14,1,1,0,5,20,0,11759,86334,0,4,2249,6554,3,0,0,0,1,0,0,0,3,214
get signer address + convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,263767,0,4,2094,3,3,0,0,0,1,0,0,0,3,97
transfer tokens + create new account and deploy contract,0,2144,0,3876,52,5,5,16,21,52,12,7,74617,4,12,7996,4293,7,4,4,8,1,4,0,0,3,197
create new account and deploy contract + convert int to string,0,370,0,102062,1120,124,124,492,497,1004,369,126,416625,123,250,171711,864,126,123,123,246,1,123,0,0,3,332
convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,956362,0,4,2094,3,3,0,0,0,1,0,0,0,3,489
convert int to string and concatenate it + convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,356773,0,4,2094,3,3,0,0,0,1,0,0,0,3,145
convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,591902,0,4,2094,3,3,0,0,0,1,0,0,0,3,217
create new account + mint NFT,0,2822,0,577052,764,1,1,249,172,687,249,87,31200,0,171,120997,501,87,0,0,2722,1,83,0,0,3,198
create new account and deploy contract + borrow array from storage,0,49,0,13575,158,17,17,64,69,148,48,19,65038,16,36,24710,115,19,16,16,32,1,16,0,0,3,107
get account and get storage used + get signer receiver,0,1,0,343,15,1,1,0,5,20,0,5560,59846,0,4,2358,3,3,0,0,0,1,0,0,0,3,151
transfer tokens + get signer vault,0,526,0,568,16,1,1,0,5,20,0,3,34719,0,4,2480,1053,3,0,0,0,1,0,0,0,3,73
get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,4157,16618,0,4,2094,3,3,0,0,0,1,0,0,0,3,52
mint NFT + transfer tokens,0,3953,0,662809,20,1,1,0,6,23,0,4,62217,0,5,6274,1289,4,0,0,3393,1,0,0,0,3,189
create new account and deploy contract + get account and get storage capacity,0,112,0,30942,1966,38,38,148,693,1936,111,40,2423,37,618,302057,262,580,37,37,74,1,37,0,0,3,231
borrow array from storage + get signer address,0,1,0,343,14,1,1,0,5,20,0,3,188142,0,4,2646,3,3,0,0,0,1,0,0,0,3,185
emit event + create new account,0,433,0,105319,1310,7,7,432,293,1181,432,147,123772,0,292,200827,21399,147,6,6,144,7,144,0,0,12,338
mint NFT + get signer address,0,2682,0,537773,17,1,1,0,6,23,0,4,296002,0,5,6096,3,4,0,0,2750,1,0,0,0,3,193
convert int to string and concatenate it + get account and get balance,0,1,369,343,1120,1,1,0,374,1865,0,3,125405,0,373,178845,3,3,0,0,0,1,0,0,0,3,198
copy array from storage + copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,28370,0,4,3198,3,3,0,0,343,1,0,0,0,3,153
get account and get storage used + get signer vault,0,1,0,343,14,7,7,0,5,29,0,2654,61176,0,4,2235,3,3,6,6,0,7,0,0,0,12,118
transfer tokens,0,1493,0,568,16,1,1,0,5,20,0,3,52222,0,4,2480,2987,3,0,0,0,1,0,0,0,3,138
get account and get storage capacity + copy array from storage,0,1,0,343,326,1,1,0,109,332,0,3,57488,0,108,50590,3,107,0,0,0,1,0,0,0,3,85
get public account + add and remove key to/from account,676,1,0,343,13,1,1,0,5,20,0,3,188084,0,4,2094,1355,3,0,0,0,1,0,676,0,3,223
mint NFT + reference tx,0,335,0,67177,17,1,1,0,6,23,0,4,4818,0,5,4253,3,4,0,0,342,1,0,0,0,3,15
copy array from storage and save a duplicate + load and save empty string on signers address,0,1,0,898,16,1,1,2,5,20,0,3,122432,0,4,3201,3,3,0,0,116,1,0,0,0,3,94
get public account + get signer address,0,1,0,343,13,7,7,0,5,29,0,3,167071,0,4,2094,3,3,6,6,0,7,0,0,0,12,97
get account and get storage capacity,0,1,0,343,2077,1,1,0,693,2084,0,3,2754,0,692,319262,3,691,0,0,0,1,0,0,0,3,238
get account and get storage capacity,0,1,0,343,3094,1,1,0,1032,3101,0,3,4110,0,1031,475541,3,1030,0,0,0,1,0,0,0,3,383
convert int to string + get account and get available balance,0,1,0,343,1543,1,1,0,515,1550,0,513,77596,0,514,237204,3,3,0,0,0,1,0,0,510,3,205
emit event + get account and get available balance,0,1,0,343,194,7,7,0,65,209,0,63,71818,0,64,29911,11932,3,6,6,0,7,0,0,60,12,117
get signer address,0,1,0,343,13,1,1,0,5,20,0,3,690716,0,4,2094,3,3,0,0,0,1,0,0,0,3,229
add key to account,0,1,0,343,13,1,1,0,5,20,0,3,8627,0,4,2094,1728,3,0,0,0,1,0,1725,0,3,135
convert int to string and concatenate it,0,1,0,343,13,1,1,0,5,20,0,3,154232,0,4,2094,3,3,0,0,0,1,0,0,0,3,81
load and save empty string on signers address + emit event,0,1,0,346,15,1,1,1,5,20,0,3,269188,0,4,2295,1779,3,0,0,0,1,0,0,0,3,203
add and remove key to/from account,1692,1,0,343,13,1,1,0,5,20,0,3,11846,0,4,2094,3387,3,0,0,0,1,0,1692,0,3,218
load and save empty string on signers address + emit event,0,1,0,346,15,1,1,1,5,20,0,3,30028,0,4,2295,4860,3,0,0,0,1,0,0,0,3,38
transfer tokens + convert int to string and concatenate it,0,1372,0,568,16,1,1,0,5,20,0,3,52224,0,4,2480,2745,3,0,0,0,1,0,0,0,3,126
transfer tokens + mint NFT,0,5302,0,914070,20,1,1,0,6,23,0,4,80521,0,5,7181,1473,4,0,0,4683,1,0,0,0,3,253
get signer address + get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,10443,462400,0,4,2094,3,3,0,0,0,1,0,0,0,3,309
get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,23713,94842,0,4,2094,3,3,0,0,0,1,0,0,0,3,313
call empty contract function,0,1,0,343,14,1,1,0,5,20,0,3,278194,0,4,2251,3,3,0,0,0,1,0,0,0,3,238
transfer tokens + get signer address,0,849,0,568,16,1,1,0,5,20,0,3,88025,0,4,2480,1699,3,0,0,0,1,0,0,0,3,99
get account and get balance + create new account and deploy contract,0,82,104,22672,568,28,28,108,217,756,81,30,609,27,162,89143,192,30,27,27,54,1,27,0,0,3,82
get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,14506,0,4,2235,3,3,0,0,0,1,0,0,0,3,24
get account and get available balance + copy array from storage and save a duplicate,0,1,0,895,1539,1,1,1,513,1544,0,511,8900,0,512,237386,3,3,0,0,264,1,0,0,508,3,188
call empty contract function + borrow array from storage,0,1,0,343,15,1,1,0,5,20,0,3,47508,0,4,2803,3,3,0,0,0,1,0,0,0,3,58
get account and get balance + add key to account,0,1,441,343,1336,1,1,0,446,2225,0,3,4108,0,445,213333,471,3,0,0,0,1,0,468,0,3,403
get signer receiver + get signer vault,0,1,0,343,15,1,1,0,5,20,0,3,99986,0,4,2358,3,3,0,0,0,1,0,0,0,3,158
create new account + call empty contract function,0,247,0,60121,752,1,1,246,169,676,246,85,176456,0,168,115329,495,85,0,0,82,1,82,0,0,3,254
emit event,0,1,0,343,14,1,1,0,5,20,0,3,128912,0,4,2251,21488,3,0,0,0,1,0,0,0,3,270
convert int to string and concatenate it + get public account,0,1,0,343,13,1,1,0,5,20,0,3,203632,0,4,2094,3,3,0,0,0,1,0,0,0,3,113
transfer tokens + get account and get available balance,0,1596,0,568,322,7,7,0,107,335,0,105,56237,0,106,49502,3193,3,6,6,0,7,0,0,102,12,206
copy array from storage + call empty contract function,0,1,0,343,15,1,1,0,5,20,0,3,271894,0,4,2803,3,3,0,0,0,1,0,0,0,3,251
get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,26378,0,4,2358,3,3,0,0,0,1,0,0,0,3,60
reference tx + load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,3,502658,0,4,2097,3,3,0,0,0,1,0,0,0,3,211
get public account + create new account and deploy contract,0,310,0,85524,940,104,104,412,417,844,309,106,155345,103,210,144131,724,106,103,103,206,1,103,0,0,3,268
add and remove key to/from account,1519,1,0,343,13,1,1,0,5,20,0,3,10635,0,4,2094,3041,3,0,0,0,1,0,1519,0,3,186
add and remove key to/from account + get signer address,1482,1,0,343,13,1,1,0,5,20,0,3,19060,0,4,2094,2967,3,0,0,0,1,0,1482,0,3,244
reference tx + create new account,0,151,0,36793,463,1,1,150,105,420,150,53,407648,0,104,71044,303,53,0,0,50,1,50,0,0,3,185
get account and get storage capacity + call empty contract function,0,1,0,343,677,1,1,0,226,683,0,3,145772,0,225,104132,3,224,0,0,0,1,0,0,0,3,183
get signer vault + add and remove key to/from account,1107,1,0,343,14,1,1,0,5,20,0,3,84509,0,4,2235,2217,3,0,0,0,1,0,1107,0,3,347
get signer receiver + convert int to string and concatenate it,0,1,0,343,15,1,1,0,5,20,0,3,267976,0,4,2358,3,3,0,0,0,1,0,0,0,3,265
borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,102720,0,4,2646,3,3,0,0,0,1,0,0,0,3,131
get public account + get account and get available balance,0,1,0,343,250,1,1,0,84,257,0,82,180752,0,83,38513,3,3,0,0,0,1,0,0,79,3,166
create new account and deploy contract + reference tx,0,301,0,83043,913,101,101,400,405,820,300,103,208004,100,204,139994,703,103,100,100,200,1,100,0,0,3,214
create new account and deploy contract + reference tx,0,406,0,111987,1228,136,136,540,545,1100,405,138,101337,135,274,188259,948,138,135,135,270,1,135,0,0,3,237
get signer address + get account and get balance,0,1,329,343,1000,1,1,0,334,1665,0,3,358218,0,333,159685,3,3,0,0,0,1,0,0,0,3,235
convert int to string and concatenate it + load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,3,172401,0,4,2138,3,3,0,0,0,1,0,0,0,3,115
call empty contract function + create new account and deploy contract,0,190,0,52444,581,64,64,252,257,524,189,66,176317,63,130,89128,444,66,63,63,126,1,63,0,0,3,246
copy array from storage and save a duplicate + call empty contract function,0,1,0,895,16,1,1,1,5,20,0,3,102184,0,4,3355,3,3,0,0,364,1,0,0,0,3,98
convert int to string and concatenate it,0,1,0,343,13,1,1,0,5,20,0,3,666547,0,4,2094,3,3,0,0,0,1,0,0,0,3,339
get account and get storage capacity,0,1,0,343,2485,1,1,0,829,2492,0,3,3298,0,828,381958,3,827,0,0,0,1,0,0,0,3,336
add key to account + mint NFT,0,2824,0,565831,17,1,1,0,6,23,0,4,38515,0,5,5903,930,4,0,0,2895,1,0,927,0,3,189
convert int to string + add key to account,0,1,0,343,13,1,1,0,5,20,0,3,530380,0,4,2094,1195,3,0,0,0,1,0,1192,0,3,284
load and save long string on signers address + get signer receiver,0,1,0,387,16,1,1,1,5,20,0,3,52354,0,4,2361,3,3,0,0,0,1,0,0,0,3,103
get account and get storage used + reference tx,0,1,0,343,13,1,1,0,5,20,0,2031,131642,0,4,2094,3,3,0,0,0,1,0,0,0,3,64
emit event + get account and get balance,0,1,134,343,416,1,1,0,139,690,0,3,11958,0,138,66437,1906,3,0,0,0,1,0,0,0,3,63
convert int to string,0,1,0,343,13,1,1,0,5,20,0,3,531754,0,4,2094,3,3,0,0,0,1,0,0,0,3,195
get account and get balance + get account and get storage used,0,1,131,343,406,1,1,0,136,675,0,1292,5684,0,135,64843,3,3,0,0,0,1,0,0,0,3,72
emit event + copy array from storage,0,1,0,343,15,7,7,0,5,29,0,3,306250,0,4,2803,22752,3,6,6,0,7,0,0,0,12,337
call empty contract function,0,1,0,343,14,1,1,0,5,20,0,3,408542,0,4,2251,3,3,0,0,0,1,0,0,0,3,340
get account and get storage capacity,0,1,0,343,1258,1,1,0,420,1265,0,3,1662,0,419,193409,3,418,0,0,0,1,0,0,0,3,108
get account and get storage used + convert int to string and concatenate it,0,1,0,343,13,1,1,0,5,20,0,3129,210333,0,4,2094,3,3,0,0,0,1,0,0,0,3,136
create new account and deploy contract + copy array from storage and save a duplicate,0,274,0,75970,834,92,92,365,369,748,273,94,13823,91,186,128505,640,94,91,91,689,1,91,0,0,3,255
create new account and deploy contract + borrow array from storage,0,100,0,27634,311,34,34,132,137,284,99,36,120509,33,70,48153,234,36,33,33,66,1,33,0,0,3,247
add and remove key to/from account,763,1,0,343,13,1,1,0,5,20,0,3,5343,0,4,2094,1529,3,0,0,0,1,0,763,0,3,95
get account and get balance + get signer address,0,1,271,343,826,1,1,0,276,1375,0,3,186986,0,275,131903,3,3,0,0,0,1,0,0,0,3,175
add and remove key to/from account + load and save long string on signers address,801,1,0,387,14,1,1,1,5,20,0,3,159631,0,4,2097,1605,3,0,0,0,1,0,801,0,3,218
load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,3,555920,0,4,2097,3,3,0,0,0,1,0,0,0,3,408
create new account + emit event,0,136,0,33148,419,1,1,135,95,380,135,48,25708,0,94,64306,4527,48,0,0,45,1,45,0,0,3,86
load and save empty string on signers address + copy array from storage and save a duplicate,0,1,0,898,16,1,1,2,5,20,0,3,221504,0,4,3201,3,3,0,0,137,1,0,0,0,3,171
mint NFT + add and remove key to/from account,884,2296,0,460442,17,1,1,0,6,23,0,4,33732,0,5,5671,1771,4,0,0,2353,1,0,884,0,3,209
get signer receiver + copy array from storage,0,1,0,343,16,1,1,0,5,20,0,3,226934,0,4,2910,3,3,0,0,0,1,0,0,0,3,240
load and save long string on signers address + get public account,0,1,0,387,14,1,1,1,5,20,0,3,399314,0,4,2138,3,3,0,0,0,1,0,0,0,3,293
call empty contract function + borrow array from storage,0,1,0,343,15,1,1,0,5,20,0,3,332486,0,4,2803,3,3,0,0,0,1,0,0,0,3,345
get public account + load and save empty string on signers address,0,1,0,346,14,1,1,1,5,20,0,3,280140,0,4,2138,3,3,0,0,0,1,0,0,0,3,203
get account and get storage used + create new account and deploy contract,0,217,0,59886,661,73,73,288,293,596,216,9220,37088,72,148,101382,507,75,72,72,144,1,72,0,0,3,257
get account and get storage used + load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,10841,122640,0,4,2138,3,3,0,0,0,1,0,0,0,3,515
convert int to string and concatenate it,0,1,0,343,13,1,1,0,5,20,0,3,346897,0,4,2094,3,3,0,0,0,1,0,0,0,3,165
borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,214458,0,4,2646,3,3,0,0,0,1,0,0,0,3,270
add and remove key to/from account + get account and get storage used,1222,1,0,343,13,1,1,0,5,20,0,7111,36990,0,4,2094,2447,3,0,0,0,1,0,1222,0,3,850
get account and get storage capacity + reference tx,0,1,0,343,1684,1,1,0,562,1691,0,3,256442,0,561,258871,3,560,0,0,0,1,0,0,0,3,261
get signer receiver + create new account and deploy contract,0,190,0,52444,582,64,64,252,257,524,189,66,19513,63,130,89235,444,66,63,63,126,1,63,0,0,3,153
reference tx + get account and get available balance,0,1,0,343,58,1,1,0,20,65,0,18,312712,0,19,9009,3,3,0,0,0,1,0,0,15,3,101
get signer receiver + load and save empty string on signers address,0,1,0,346,16,1,1,1,5,20,0,3,243898,0,4,2361,3,3,0,0,0,1,0,0,0,3,237
add and remove key to/from account,2825,1,0,343,13,1,1,0,5,20,0,3,19777,0,4,2094,5653,3,0,0,0,1,0,2825,0,3,384
transfer tokens,0,4564,0,568,16,7,7,0,5,29,0,3,159707,0,4,2480,9129,3,6,6,0,7,0,0,0,12,525
get account and get balance + add key to account,0,1,76,343,241,1,1,0,81,400,0,3,2548,0,80,38498,451,3,0,0,0,1,0,448,0,3,68
reference tx + create new account and deploy contract,0,25,0,6959,85,9,9,32,37,84,24,11,247558,8,20,13126,59,11,8,8,16,1,8,0,0,3,89
reference tx,0,1,0,343,13,1,1,0,5,20,0,3,279170,0,4,2094,3,3,0,0,0,1,0,0,0,3,90
add key to account + emit event,0,1,0,343,14,1,1,0,5,20,0,3,107672,0,4,2251,18091,3,0,0,0,1,0,860,0,3,184
get signer receiver + mint NFT,0,2918,0,585317,19,1,1,0,6,23,0,4,56794,0,5,6906,3,4,0,0,2992,1,0,0,0,3,159
emit event + create new account,0,262,0,63766,797,1,1,261,179,716,261,90,24742,0,178,122224,4590,90,0,0,87,1,87,0,0,3,178
get account and get storage capacity + get account and get available balance,0,1,0,343,3820,1,1,0,1274,3827,0,531,5080,0,1273,587103,3,744,0,0,0,1,0,0,528,3,370
add and remove key to/from account + load and save long string on signers address,70,1,0,387,14,1,1,1,5,20,0,3,172010,0,4,2138,143,3,0,0,0,1,0,70,0,3,189
get signer vault + get account and get storage capacity,0,1,0,343,2045,1,1,0,682,2051,0,3,59676,0,681,314332,3,680,0,0,0,1,0,0,0,3,305
borrow array from storage,0,1,0,343,14,1,1,0,5,20,0,3,146544,0,4,2646,3,3,0,0,0,1,0,0,0,3,186
convert int to string and concatenate it,0,1,0,343,13,1,1,0,5,20,0,3,459452,0,4,2094,3,3,0,0,0,1,0,0,0,3,220
get account and get storage used + get account and get available balance,0,1,0,343,1864,1,1,0,622,1871,0,11240,44952,0,621,286531,3,3,0,0,0,1,0,0,617,3,519
get signer address,0,1,0,343,13,1,1,0,5,20,0,3,326180,0,4,2094,3,3,0,0,0,1,0,0,0,3,181
call empty contract function + create new account and deploy contract,0,190,0,52444,581,64,64,252,257,524,189,66,216745,63,130,89128,444,66,63,63,126,1,63,0,0,3,292
call empty contract function + convert int to string,0,1,0,343,14,1,1,0,5,20,0,3,383008,0,4,2251,3,3,0,0,0,1,0,0,0,3,352
copy array from storage + create new account and deploy contract,0,142,0,39212,437,48,48,188,193,396,141,50,96407,47,98,67459,332,50,47,47,94,1,47,0,0,3,165
copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,83982,0,4,3198,3,3,0,0,3230,1,0,0,0,3,146
copy array from storage + get account and get storage capacity,0,1,0,343,1952,1,1,0,651,1958,0,3,31738,0,650,300452,3,649,0,0,0,1,0,0,0,3,484
add key to account + get account and get storage capacity,0,1,0,343,1963,1,1,0,655,1970,0,3,6989,0,654,301744,880,653,0,0,0,1,0,877,0,3,288
get account and get storage used + get public account,0,1,0,343,13,1,1,0,5,20,0,7282,113752,0,4,2094,3,3,0,0,0,1,0,0,0,3,153
borrow array from storage + copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,151688,0,4,3198,3,3,0,0,180,1,0,0,0,3,792
load and save long string on signers address + get account and get balance,0,1,230,387,704,1,1,1,235,1170,0,3,245562,0,234,112308,3,3,0,0,0,1,0,0,0,3,611
copy array from storage and save a duplicate + get account and get storage used,0,1,0,49345,15,1,1,2551,5,20,0,2553,10698,0,4,3198,3,3,0,0,19,1,0,0,0,3,52
load and save empty string on signers address + get account and get storage capacity,0,1,0,346,1997,1,1,1,666,2003,0,3,160562,0,665,306859,3,664,0,0,0,1,0,0,0,3,312
get signer vault + get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,201172,0,4,2358,3,3,0,0,0,1,0,0,0,3,327
get signer vault,0,1,0,343,14,1,1,0,5,20,0,3,259242,0,4,2235,3,3,0,0,0,1,0,0,0,3,386
get signer vault + borrow array from storage,0,1,0,343,15,1,1,0,5,20,0,3,42642,0,4,2787,3,3,0,0,0,1,0,0,0,3,97
convert int to string + mint NFT,0,1486,0,300673,17,1,1,0,6,23,0,4,66000,0,5,7154,3,4,0,0,1524,1,0,0,0,3,171
load and save long string on signers address,0,1,0,387,14,1,1,1,5,20,0,3,80168,0,4,2138,3,3,0,0,0,1,0,0,0,3,144
copy array from storage + add and remove key to/from account,1078,1,0,343,14,1,1,0,5,20,0,3,38064,0,4,2646,2159,3,0,0,0,1,0,1078,0,3,163
call empty contract function,0,1,0,343,14,1,1,0,5,20,0,3,55230,0,4,2251,3,3,0,0,0,1,0,0,0,3,49
mint NFT,0,8770,0,1750375,17,1,1,0,6,23,0,4,105230,0,5,6294,3,4,0,0,8995,1,0,0,0,3,346
get signer address + create new account,0,472,0,114796,1426,1,1,471,319,1276,471,160,497843,0,318,218597,945,160,0,0,157,1,157,0,0,3,358
create new account and deploy contract + copy array from storage,0,79,0,21845,248,27,27,104,109,228,78,29,155990,26,56,38500,185,29,26,26,52,1,26,0,0,3,189
create new account and deploy contract,0,241,0,66503,733,81,81,320,325,660,240,83,562,80,164,112414,563,83,80,80,160,1,80,0,0,3,117
create new account + load and save empty string on signers address,0,88,0,21487,275,1,1,88,63,252,87,32,76452,0,62,42088,177,32,0,0,29,1,29,0,0,3,92
get account and get balance + add key to account,0,1,354,343,1075,1,1,0,359,1790,0,3,10725,0,358,171660,1864,3,0,0,0,1,0,1861,0,3,278
get signer vault + get account and get available balance,0,1,0,343,1028,1,1,0,343,1034,0,341,36472,0,342,158053,3,3,0,0,0,1,0,0,338,3,206
borrow array from storage + copy array from storage and save a duplicate,0,1,0,895,15,1,1,1,5,20,0,3,139018,0,4,3198,3,3,0,0,87,1,0,0,0,3,207
get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,86732,0,4,2358,3,3,0,0,0,1,0,0,0,3,211
emit event + load and save empty string on signers address,0,1,0,346,15,1,1,1,5,20,0,3,265132,0,4,2295,11917,3,0,0,0,1,0,0,0,3,227
transfer tokens + emit event,0,1391,0,568,17,1,1,0,5,20,0,3,122100,0,4,2637,15024,3,0,0,0,1,0,0,0,3,241
load and save long string on signers address + add key to account,0,1,0,387,14,1,1,1,5,20,0,3,142166,0,4,2138,2171,3,0,0,0,1,0,2168,0,3,378
convert int to string and concatenate it + mint NFT,0,2688,0,538973,17,1,1,0,6,23,0,4,328673,0,5,6108,3,4,0,0,2756,1,0,0,0,3,527
get account and get balance + transfer tokens,0,60,48,568,160,1,1,0,53,260,0,3,2261,0,52,25472,121,3,0,0,0,1,0,0,0,3,29
get signer receiver,0,1,0,343,15,1,1,0,5,20,0,3,191684,0,4,2358,3,3,0,0,0,1,0,0,0,3,396
reference tx,0,1,0,343,13,1,1,0,5,20,0,3,696446,0,4,2094,3,3,0,0,0,1,0,0,0,3,215
get account and get storage used,0,1,0,343,13,1,1,0,5,20,0,17957,71818,0,4,2094,3,3,0,0,0,1,0,0,0,3,253
