tx,TransferCompositeValue,GetCode,GetAccountAvailableBalance,GetValue,GetStorageUsed,RLPDecoding,AllocateStorageIndex,DestroyCompositeValue,TransferArrayValue,GetCurrentBlockHeight,EmitEvent,EncodeValue,CreateAccount,EncodeEvent,GetAccountBalance,UpdateAccountContractCode,EVMGasUsage,Statement,CreateArrayValue,GetBlockAtHeight,GetStorageCapacity,CreateCompositeValue,AddEncodedAccountKey,RevokeEncodedAccountKey,GetAccountContractCode,TransferDictionaryValue,FunctionInvocation,ResolveLocation,GetOrLoadProgram,SetValue,CreateDictionaryValue,GenerateUUID,Loop,estimated,ms
load and save long string on signers address + transfer tokens,4314,37,0,1913,0,0,0,1438,0,0,267468,1379,0,2876,0,0,0,49890,0,0,0,4314,0,0,37,0,27026,35,44,1449,0,1438,7042,83958,110
load and save long string on signers address + get signer address,0,37,0,1335,0,0,0,0,0,0,0,1312,0,0,0,0,0,11336,0,0,0,0,0,0,37,0,5020,35,44,1327,0,0,4411,20767,9
get account and get balance + convert int to string,0,74,0,3723456,0,0,0,0,0,0,0,0,0,0,1376,0,0,12842,0,0,0,0,0,0,74,0,6419,69,12462,0,0,0,3667,22928,190
get signer vault,0,37,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,28884,0,0,0,0,0,0,37,0,14441,35,44,0,0,0,14441,57766,48
convert int to string + get account and get storage used,0,37,0,0,788,0,0,0,0,0,0,0,0,0,0,0,0,3572,0,0,0,0,0,0,37,0,1784,35,44,0,0,0,1784,7140,8
copy array from storage + create new account and deploy contract,0,316,0,525999,0,0,484,0,46274,0,54208,20812,242,484,0,242,0,56710,484,0,0,242,0,0,316,0,4458,69,78,39930,0,0,22634,83802,355
get account and get storage capacity,0,37,0,6305879,0,0,0,0,0,0,0,0,0,0,0,0,0,20783,0,0,2309,0,0,0,37,0,16163,35,16207,0,0,0,2309,39255,259
create new account and deploy contract + get public account,0,712,0,1340622,0,0,1278,0,23643,0,143136,54954,639,1278,0,639,0,35621,1278,0,0,639,0,0,712,0,18767,65,74,105433,0,0,17489,71877,365
decode hex + add and remove key to/from account,0,37,0,0,0,0,0,0,103368,0,610296,0,0,2832,0,0,0,8530,4971,0,0,0,1416,1416,37,0,6387,35,44,0,0,0,3555,18472,69
reference tx + add and remove key to/from account,0,37,0,0,0,0,0,0,125925,0,743475,0,0,3450,0,0,0,5942,3450,0,0,0,1725,1725,37,0,5175,35,44,0,0,0,2488,13605,64
load and save empty string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1271,0,0,0,0,0,16610,0,0,0,0,0,0,37,0,11072,35,44,1286,0,0,5536,33218,29
copy array from storage and save a duplicate + call empty contract function,0,37,0,3581,0,0,7412,0,185300,0,0,1585,0,0,0,0,0,129756,0,0,0,0,0,0,37,0,24110,35,44,1608,0,0,46346,200212,196
create and destroy EVM bridged account,1120,37,0,5137,0,0,0,560,33600,0,0,0,0,0,0,0,0,2802,560,0,0,560,0,0,37,0,1680,35,44,4480,0,560,560,5042,9
get signer address + call empty contract function,0,37,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,61314,0,0,0,0,0,0,37,0,15409,35,44,0,0,0,30655,107378,32
get signer receiver + get signer address,0,37,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,57420,0,0,0,0,0,0,37,0,35862,35,44,0,0,0,28708,121990,103
load and save long string on signers address + copy array from storage and save a duplicate,0,37,0,3401,0,0,536,0,13400,0,0,2837,0,0,0,0,0,119513,0,0,0,0,0,0,37,0,75206,35,44,2860,0,0,40015,234734,128
get account and get storage used + reference tx,0,37,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,37,0,393,35,44,0,0,0,903,2596,3
create new account and deploy contract,0,893,0,1776120,0,0,1640,0,30340,0,183680,70520,820,1640,0,820,0,2462,1640,0,0,820,0,0,893,0,2460,65,74,135296,0,0,820,5742,603
reference tx,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5506,0,0,0,0,0,0,37,0,0,35,44,0,0,0,5504,11010,7
borrow array from storage,0,37,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,43592,0,0,0,0,0,0,37,0,2906,35,44,0,0,0,17436,63934,46
get signer receiver + transfer tokens,3441,37,0,1913,0,0,0,1147,0,0,213342,67,0,2294,0,0,0,31445,0,0,0,3441,0,0,37,0,20207,35,44,122,0,1147,3677,55329,76
convert int to string + get account and get storage used,0,37,0,0,4891,0,0,0,0,0,0,0,0,0,0,0,0,23642,0,0,0,0,0,0,37,0,11819,35,44,0,0,0,11819,47280,18
add and remove key to/from account + load and save long string on signers address,0,37,0,1294,0,0,0,0,443329,0,2617463,1312,0,12146,0,0,0,21973,12146,0,0,0,6073,6073,37,0,20719,35,44,1327,0,0,7323,50015,256
load and save long string on signers address + create and destroy EVM bridged account,16014,37,0,66048,0,0,0,8007,480420,0,0,1312,0,0,0,0,0,49816,8007,0,0,8007,0,0,37,0,30539,35,44,65383,0,8007,11266,91621,160
mint NFT,3123,37,0,274,0,0,1067,0,0,0,0,147756,0,0,0,0,0,7289,0,0,0,1041,0,0,37,0,4164,35,44,209280,0,1041,1041,12494,20
transfer tokens + convert int to string,2922,37,0,1954,0,0,0,974,0,0,181164,67,0,1948,0,0,0,22524,0,0,0,2922,0,0,37,0,10773,35,44,122,0,974,1033,34330,48
transfer tokens + call empty contract function,2136,37,0,2175,0,0,0,712,0,0,132432,67,0,1424,0,0,0,29704,0,0,0,2136,0,0,37,0,14494,35,44,122,0,712,7374,51572,56
create new account and deploy contract + load and save empty string on signers address,0,503,0,930549,0,0,858,0,15873,0,96096,38165,429,858,0,429,0,5815,858,0,0,429,0,0,503,0,4303,69,78,72071,0,0,1937,12055,256
create new account and deploy contract,0,897,0,1784784,0,0,1648,0,30488,0,184576,70864,824,1648,0,824,0,2474,1648,0,0,824,0,0,897,0,2472,65,74,135956,0,0,824,5770,467
get account and get storage used + call empty contract function,0,37,0,221,4809,0,0,0,0,0,0,0,0,0,0,0,0,23946,0,0,0,0,0,0,37,0,11971,35,44,0,0,0,11971,47888,23
create new account and deploy contract + get public account,0,485,0,892392,0,0,824,0,15244,0,92288,35432,412,824,0,412,0,11282,824,0,0,412,0,0,485,0,6257,65,74,67978,0,0,5433,22972,206
transfer tokens to EVM address + get signer vault,1868,37,0,395848,0,101684,0,1,315388,0,815416,0,0,1866,0,0,19593000,45698,934,0,0,934,0,0,37,0,25648,35,44,330290,0,1,20980,92326,208
convert int to string and concatenate it + add key to account,0,37,0,0,0,0,0,0,169360,0,494160,0,0,2320,0,0,0,9958,2320,0,0,0,2320,0,37,0,9954,35,44,0,0,0,4977,24889,64
get account and get balance,0,74,0,1010896,0,0,0,0,0,0,0,0,0,0,368,0,0,2210,0,0,0,0,0,0,74,0,1104,69,3390,0,0,0,368,3682,50
get signer receiver,0,37,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,12050,0,0,0,0,0,0,37,0,18072,35,44,0,0,0,6024,36146,443
add key to account + call empty contract function,0,37,0,221,0,0,0,0,217759,0,635379,0,0,2983,0,0,0,11784,2983,0,0,0,2983,0,37,0,8873,35,44,0,0,0,5890,26547,77
get signer address + get signer vault,0,37,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,21004,0,0,0,0,0,0,37,0,7869,35,44,0,0,0,10500,39373,30
load and save empty string on signers address + get account and get balance,0,74,0,2214802,0,0,0,0,0,0,0,1271,0,0,818,0,0,48520,0,0,0,0,0,0,74,0,31526,69,7440,1286,0,0,15354,95400,151
copy array from storage and save a duplicate,0,37,0,3360,0,0,5830,0,145750,0,0,1585,0,0,0,0,0,99112,0,0,0,0,0,0,37,0,17490,35,44,1608,0,0,34980,151582,148
create new account and deploy contract + mint NFT,6555,362,0,629240,0,0,2820,0,10693,0,64736,338546,289,578,0,289,0,16166,578,0,0,2474,0,0,362,0,9607,65,74,490397,0,2185,2474,28247,174
borrow array from storage,0,37,0,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,116507,0,0,0,0,0,0,37,0,7767,35,44,0,0,0,46602,170876,157
decode hex + load and save empty string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1271,0,0,0,0,0,10684,531,0,0,0,0,0,37,0,6943,35,44,1286,0,0,3737,21364,22
mint NFT + call empty contract function,7998,37,0,2900,0,0,2735,0,0,0,0,381687,0,0,0,0,0,29348,0,0,0,2666,0,0,37,0,16005,35,44,539086,0,2666,8007,53360,61
get public account + get account and get storage capacity,0,37,0,3306010,0,0,0,0,0,0,0,0,0,0,0,0,0,35661,0,0,1229,0,0,0,37,0,20901,35,8647,0,0,0,13527,70089,188
borrow array from storage + convert int to string,0,37,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,69598,0,0,0,0,0,0,37,0,11319,35,44,0,0,0,29379,110296,99
add and remove key to/from account,0,37,0,0,0,0,0,0,32412,0,191364,0,0,888,0,0,0,1334,888,0,0,0,444,444,37,0,1332,35,44,0,0,0,444,3110,23
call empty contract function + transfer tokens to EVM address,434,37,0,92038,0,23535,0,1,73050,0,188766,0,0,432,0,0,4536000,1742,217,0,0,217,0,0,37,0,1519,35,44,76472,0,1,436,3697,33
get account and get balance + reference tx,0,74,0,654852,0,0,0,0,0,0,0,0,0,0,242,0,0,6849,0,0,0,0,0,0,74,0,726,69,2256,0,0,0,5635,13210,38
create new account and deploy contract,0,515,0,927316,0,0,884,0,16354,0,99008,38012,442,884,0,442,0,1328,884,0,0,442,0,0,515,0,1326,65,74,72928,0,0,442,3096,226
get signer receiver + get account and get available balance,0,37,425,1162629,425,0,0,0,0,0,0,0,0,0,0,0,0,27773,0,0,0,0,0,0,37,0,35916,35,3019,0,0,0,10697,74386,185
get public account,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42450,0,0,0,0,0,0,37,0,21224,35,44,0,0,0,21224,84898,31
create new account and deploy contract + create and destroy EVM bridged account,2378,305,0,512681,0,0,464,1189,79924,0,51968,19952,232,464,0,232,0,6645,1653,0,0,1421,0,0,305,0,4263,65,74,47792,0,1189,1421,12329,152
create new account + reference tx,0,73,0,0,0,0,0,0,0,0,59235,0,1077,1077,0,0,0,15024,0,0,0,0,0,0,73,0,1077,65,74,0,0,0,13943,30044,380
copy array from storage + borrow array from storage,0,37,0,1868,0,0,0,0,122060,0,0,0,0,0,0,0,0,260644,0,0,0,0,0,0,37,0,17376,35,44,0,0,0,104256,382276,213
convert int to string + get signer vault,0,37,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,3626,0,0,0,0,0,0,37,0,1811,35,44,0,0,0,1811,7248,4
get account and get available balance + create new account and deploy contract,0,732,1339,5084203,1339,0,1318,0,24383,0,147616,56674,659,1318,0,659,0,24744,1318,0,0,659,0,0,732,0,18045,65,9447,108733,0,0,1998,44787,1654
get signer vault + decode hex,0,37,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,32062,3878,0,0,0,0,0,37,0,16029,35,44,0,0,0,16029,64120,63
add key to account + convert int to string and concatenate it,0,37,0,0,0,0,0,0,181332,0,529092,0,0,2484,0,0,0,27468,2484,0,0,0,2484,0,37,0,27464,35,44,0,0,0,13732,68664,88
reference tx + copy array from storage and save a duplicate,0,37,0,3360,0,0,1211,0,30275,0,0,1585,0,0,0,0,0,34646,0,0,0,0,0,0,37,0,3633,35,44,1608,0,0,21321,59600,34
create new account and deploy contract,0,663,0,1277940,0,0,1180,0,21830,0,132160,50740,590,1180,0,590,0,1772,1180,0,0,590,0,0,663,0,1770,65,74,97348,0,0,590,4132,308
load and save empty string on signers address + copy array from storage,0,37,0,1868,0,0,0,0,46560,0,0,1271,0,0,0,0,0,127555,0,0,0,0,0,0,37,0,43130,35,44,1286,0,0,47173,217858,126
get signer vault,0,37,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,2572,0,0,0,0,0,0,37,0,1285,35,44,0,0,0,1285,5142,10
emit event + create and destroy EVM bridged account,6022,37,0,24966,0,0,0,3011,180660,0,79059,0,0,1387,0,0,0,19220,3011,0,0,4398,0,0,37,0,11807,35,44,24088,0,3011,4398,35425,93
transfer tokens + load and save empty string on signers address,3129,37,0,1913,0,0,0,1043,0,0,193998,1338,0,2086,0,0,0,55454,0,0,0,3129,0,0,37,0,32447,35,44,1408,0,1043,11530,99431,85
create new account + add key to account,0,73,0,0,0,0,0,0,93732,0,320902,0,862,2146,0,0,0,4296,1284,0,0,0,1284,0,73,0,3430,65,74,0,0,0,2146,9872,324
get account and get storage used + borrow array from storage,0,37,0,1827,13298,0,0,0,0,0,0,0,0,0,0,0,0,178550,0,0,0,0,0,0,37,0,23428,35,44,0,0,0,74078,276056,213
load and save long string on signers address,0,37,0,1335,0,0,0,0,0,0,0,1312,0,0,0,0,0,887,0,0,0,0,0,0,37,0,590,35,44,1327,0,0,295,1772,6
get signer receiver,0,37,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,21260,0,0,0,0,0,0,37,0,31887,35,44,0,0,0,10629,63776,81
get account and get storage used + load and save empty string on signers address,0,37,0,1335,2173,0,0,0,0,0,0,1271,0,0,0,0,0,45216,0,0,0,0,0,0,37,0,29417,35,44,1286,0,0,15795,90428,122
get signer vault + mint NFT,4812,37,0,5583,0,0,1645,0,0,0,0,235177,0,0,0,0,0,13704,0,0,0,1604,0,0,37,0,7652,35,44,329918,0,1604,2840,24196,41
create new account and deploy contract,0,626,0,1197798,0,0,1106,0,20461,0,123872,47558,553,1106,0,553,0,1661,1106,0,0,553,0,0,626,0,1659,65,74,91243,0,0,553,3873,450
get signer address,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902,0,0,0,0,0,0,37,0,0,35,44,0,0,0,950,2852,1
mint NFT + get signer address,1608,37,0,2686,0,0,550,0,0,0,0,78702,0,0,0,0,0,16492,0,0,0,536,0,0,37,0,2144,35,44,110431,0,536,6904,25540,39
create new account + convert int to string and concatenate it,0,73,0,0,0,0,0,0,0,0,49335,0,897,897,0,0,0,3512,0,0,0,0,0,0,73,0,2611,65,74,0,0,0,1754,7877,387
get signer address,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220,0,0,0,0,0,0,37,0,0,35,44,0,0,0,1109,3329,5
call empty contract function + create new account,0,73,0,221,0,0,0,0,0,0,56980,0,1036,1036,0,0,0,27960,0,0,0,0,0,0,73,0,13978,65,74,0,0,0,13978,55916,395
create new account and deploy contract + transfer tokens to EVM address,2460,476,0,1392201,0,133953,806,1,430357,0,1164402,34658,403,3264,0,403,25809000,6131,2036,0,0,1633,0,0,476,0,7357,65,74,501567,0,1,403,13891,381
add key to account + convert int to string,0,37,0,0,0,0,0,0,439533,0,1282473,0,0,6021,0,0,0,16402,6021,0,0,0,6021,0,37,0,14220,35,44,0,0,0,8199,38821,163
copy array from storage and save a duplicate,0,37,0,3401,0,0,7800,0,195000,0,0,1585,0,0,0,0,0,132602,0,0,0,0,0,0,37,0,23400,35,44,1608,0,0,46800,202802,188
load and save long string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1312,0,0,0,0,0,15071,0,0,0,0,0,0,37,0,10046,35,44,1327,0,0,5023,30140,15
copy array from storage and save a duplicate + get public account,0,37,0,3401,0,0,2975,0,74375,0,0,1585,0,0,0,0,0,71753,0,0,0,0,0,0,37,0,19512,35,44,1608,0,0,28437,119702,86
mint NFT + add and remove key to/from account,29901,37,0,2976,0,0,10223,0,28251,0,166797,1439468,0,774,0,0,0,70934,774,0,0,9967,387,387,37,0,41029,35,44,2027626,0,9967,10354,122317,225
mint NFT,27021,37,0,3874,0,0,9239,0,0,0,0,1302006,0,0,0,0,0,63051,0,0,0,9007,0,0,37,0,36028,35,44,1833524,0,9007,9007,108086,180
emit event + borrow array from storage,0,37,0,2089,0,0,0,0,0,0,180519,0,0,3167,0,0,0,33820,0,0,0,3167,0,0,37,0,7955,35,44,0,0,0,12893,54668,36
get account and get storage used,0,37,0,0,5947,0,0,0,0,0,0,0,0,0,0,0,0,11896,0,0,0,0,0,0,37,0,5947,35,44,0,0,0,5947,23790,20
get signer address + transfer tokens,5223,37,0,1954,0,0,0,1741,0,0,323826,67,0,3482,0,0,0,40195,0,0,0,5223,0,0,37,0,19151,35,44,122,0,1741,1815,61161,116
emit event + decode hex,0,37,0,221,0,0,0,0,0,0,551418,0,0,9674,0,0,0,33540,2257,0,0,9674,0,0,37,0,21605,35,44,0,0,0,11931,67076,44
get signer vault + reference tx,0,37,0,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,20495,0,0,0,0,0,0,37,0,8268,35,44,0,0,0,12223,40986,37
get account and get balance + convert int to string,0,74,0,882156,0,0,0,0,0,0,0,0,0,0,326,0,0,7136,0,0,0,0,0,0,74,0,3566,69,3012,0,0,0,2914,13616,47
transfer tokens to EVM address + transfer tokens,5582,37,0,21568,0,4905,0,1831,15270,0,379710,67,0,3750,0,0,945000,42276,46,0,0,5536,0,0,37,0,20358,35,44,16060,0,1831,1830,64464,98
convert int to string + decode hex,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36882,12268,0,0,0,0,0,37,0,18439,35,44,0,0,0,18439,73760,56
get public account + transfer tokens to EVM address,4380,37,0,924423,0,238576,0,1,739892,0,1913136,0,0,4378,0,0,45969000,33320,2190,0,0,2190,0,0,37,0,23227,35,44,774914,0,1,12279,68826,304
transfer tokens to EVM address,3218,37,0,679241,0,175257,0,1,543534,0,1405362,0,0,3216,0,0,33768000,6436,1609,0,0,1609,0,0,37,0,8043,35,44,569240,0,1,0,14479,208
load and save long string on signers address,0,37,0,1273,0,0,0,0,0,0,0,1312,0,0,0,0,0,25595,0,0,0,0,0,0,37,0,17062,35,44,1327,0,0,8531,51188,32
call empty contract function,0,37,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,9368,0,0,0,0,0,0,37,0,4683,35,44,0,0,0,4683,18734,8
reference tx + get signer receiver,0,37,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,22937,0,0,0,0,0,0,37,0,26700,35,44,0,0,0,14033,63670,100
convert int to string + copy array from storage and save a duplicate,0,37,0,3401,0,0,909,0,22725,0,0,1585,0,0,0,0,0,27967,0,0,0,0,0,0,37,0,8982,35,44,1608,0,0,11709,48658,38
get account and get storage capacity + get account and get balance,0,74,0,6353218,0,0,0,0,0,0,0,0,0,0,1478,0,0,16747,0,0,875,0,0,0,74,0,10559,69,19505,0,0,0,2353,29659,310
call empty contract function,0,37,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1446,0,0,0,0,0,0,37,0,722,35,44,0,0,0,722,2890,1
get signer receiver + mint NFT,16494,37,0,5244,0,0,5641,0,0,0,0,784668,0,0,0,0,0,45064,0,0,0,5498,0,0,37,0,31853,35,44,1109155,0,5498,8785,85702,160
borrow array from storage,0,37,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,71372,0,0,0,0,0,0,37,0,4758,35,44,0,0,0,28548,104678,76
convert int to string and concatenate it,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33608,0,0,0,0,0,0,37,0,33606,35,44,0,0,0,16803,84017,25
create new account and deploy contract,0,140,0,142956,0,0,132,0,2442,0,14784,5676,66,132,0,66,0,200,132,0,0,66,0,0,140,0,198,69,78,10890,0,0,66,464,35
get signer receiver,0,37,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,3474,0,0,0,0,0,0,37,0,5208,35,44,0,0,0,1736,10418,19
mint NFT + get signer receiver,13749,37,0,5570,0,0,4701,0,0,0,0,654888,0,0,0,0,0,48935,0,0,0,4583,0,0,37,0,43607,35,44,925390,0,4583,13008,105550,150
get account and get balance,0,74,0,1794078,0,0,0,0,0,0,0,0,0,0,663,0,0,3980,0,0,0,0,0,0,74,0,1989,69,6045,0,0,0,663,6632,101
add key to account,0,37,0,0,0,0,0,0,369234,0,1077354,0,0,5058,0,0,0,10118,5058,0,0,0,5058,0,37,0,10116,35,44,0,0,0,5058,25292,136
mint NFT + get signer receiver,31014,37,0,4462,0,0,10604,0,0,0,0,1471851,0,0,0,0,0,74312,0,0,0,10338,0,0,37,0,44265,35,44,2081898,0,10338,11309,129886,242
transfer tokens,9744,37,0,1954,0,0,0,3248,0,0,604128,67,0,6496,0,0,0,74706,0,0,0,9744,0,0,37,0,35728,35,44,122,0,3248,3248,113682,170
add key to account + create and destroy EVM bridged account,3138,37,0,13209,0,0,0,1569,96184,0,5964,0,0,28,0,0,0,7905,1597,0,0,1569,28,0,37,0,4763,35,44,12552,0,1569,1597,14265,33
copy array from storage and save a duplicate,0,37,0,3401,0,0,637,0,15925,0,0,1585,0,0,0,0,0,10831,0,0,0,0,0,0,37,0,1911,35,44,1608,0,0,3822,16564,19
get public account,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3982,0,0,0,0,0,0,37,0,1990,35,44,0,0,0,1990,7962,8
borrow array from storage,0,37,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,91232,0,0,0,0,0,0,37,0,6082,35,44,0,0,0,36492,133806,102
get account and get storage used,0,37,0,0,9889,0,0,0,0,0,0,0,0,0,0,0,0,19780,0,0,0,0,0,0,37,0,9889,35,44,0,0,0,9889,39558,22
load and save empty string on signers address + convert int to string,0,37,0,1294,0,0,0,0,0,0,0,1271,0,0,0,0,0,48874,0,0,0,0,0,0,37,0,29905,35,44,1286,0,0,18965,97744,52
create and destroy EVM bridged account + get account and get storage capacity,1600,37,0,2027490,0,0,0,800,48000,0,0,0,0,0,0,0,0,10817,800,0,757,800,0,0,37,0,7699,35,5343,6400,0,800,1557,20073,214
transfer tokens to EVM address + emit event,898,37,0,189735,0,48827,0,1,151474,0,1132371,0,0,13893,0,0,9408000,40789,449,0,0,13446,0,0,37,0,28237,35,44,158394,0,1,12997,82023,112
create new account and deploy contract,0,894,0,1778286,0,0,1642,0,30377,0,183904,70606,821,1642,0,821,0,2465,1642,0,0,821,0,0,894,0,2463,65,74,135463,0,0,821,5749,439
reference tx + add key to account,0,37,0,0,0,0,0,0,118479,0,345699,0,0,1623,0,0,0,3321,1623,0,0,0,1623,0,37,0,3246,35,44,0,0,0,1694,8261,40
get signer receiver,0,37,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,16030,0,0,0,0,0,0,37,0,24042,35,44,0,0,0,8014,48086,64
get public account + add key to account,0,37,0,0,0,0,0,0,417195,0,1217295,0,0,5715,0,0,0,11744,5715,0,0,0,5715,0,37,0,11585,35,44,0,0,0,5870,29199,166
transfer tokens to EVM address + get signer receiver,3598,37,0,761334,0,195968,0,1,607756,0,1571424,0,0,3596,0,0,37758000,28320,1799,0,0,1799,0,0,37,0,40676,35,44,636500,0,1,10561,79557,349
get signer vault + call empty contract function,0,37,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,19202,0,0,0,0,0,0,37,0,9599,35,44,0,0,0,9599,38400,18
get public account,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4330,0,0,0,0,0,0,37,0,2164,35,44,0,0,0,2164,8658,3
add and remove key to/from account,0,37,0,0,0,0,0,0,198925,0,1174475,0,0,5450,0,0,0,8177,5450,0,0,0,2725,2725,37,0,8175,35,44,0,0,0,2725,19077,142
reference tx + load and save empty string on signers address,0,37,0,1294,0,0,0,0,0,0,0,1271,0,0,0,0,0,3221,0,0,0,0,0,0,37,0,588,35,44,1286,0,0,2629,6438,3
get signer address + get account and get available balance,0,37,1289,3520259,1289,0,0,0,0,0,0,0,0,0,0,0,0,24997,0,0,0,0,0,0,37,0,15468,35,9067,0,0,0,2829,43294,177
add key to account + convert int to string,0,37,0,0,0,0,0,0,255865,0,746565,0,0,3505,0,0,0,28658,3505,0,0,0,3505,0,37,0,17832,35,44,0,0,0,14327,60817,101
borrow array from storage,0,37,0,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,29822,0,0,0,0,0,0,37,0,1988,35,44,0,0,0,11928,43738,45
transfer tokens to EVM address,1216,37,0,255320,0,65776,0,1,204452,0,529192,0,0,1214,0,0,12747000,2432,608,0,0,608,0,0,37,0,3038,35,44,213499,0,1,0,5470,87
load and save long string on signers address + call empty contract function,0,37,0,1492,0,0,0,0,0,0,0,1312,0,0,0,0,0,23682,0,0,0,0,0,0,37,0,13479,35,44,1327,0,0,10199,47360,40
get account and get available balance + create new account,0,73,1576,4239440,1576,0,0,0,0,0,51975,0,945,945,0,0,0,28686,0,0,0,0,0,0,73,0,19857,65,11106,0,0,0,2521,51064,1086
transfer tokens to EVM address + get signer address,4216,37,0,889819,0,229642,0,1,712184,0,1841476,0,0,4214,0,0,44247000,26458,2108,0,0,2108,0,0,37,0,10538,35,44,745886,0,1,9012,46008,307
load and save long string on signers address,0,37,0,1335,0,0,0,0,0,0,0,1312,0,0,0,0,0,6239,0,0,0,0,0,0,37,0,4158,35,44,1327,0,0,2079,12476,7
copy array from storage + copy array from storage and save a duplicate,0,37,0,3401,0,0,1767,0,85875,0,0,1585,0,0,0,0,0,92593,0,0,0,0,0,0,37,0,9471,35,44,1608,0,0,35622,137686,94
create and destroy EVM bridged account + create new account,14414,73,0,58313,0,0,0,7207,432420,0,14630,0,266,266,0,0,0,36571,7207,0,0,7207,0,0,73,0,21887,65,74,57656,0,7207,7473,65931,466
create and destroy EVM bridged account + transfer tokens to EVM address,6092,37,0,503195,0,125884,0,1891,503828,0,1009448,0,0,2310,0,0,24255000,14076,3046,0,0,3046,0,0,37,0,11448,35,44,423998,0,1891,1890,27414,186
get public account,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,37,0,505,35,44,0,0,0,505,2022,2
borrow array from storage + emit event,0,37,0,2048,0,0,0,0,0,0,344337,0,0,6041,0,0,0,53587,0,0,0,6041,0,0,37,0,14446,35,44,0,0,0,20225,88258,66
add key to account + get signer vault,0,37,0,1457,0,0,0,0,546332,0,1594092,0,0,7484,0,0,0,45778,7484,0,0,0,7484,0,37,0,30371,35,44,0,0,0,22887,99036,689
get account and get balance,0,74,0,2280010,0,0,0,0,0,0,0,0,0,0,830,0,0,4982,0,0,0,0,0,0,74,0,2490,69,7548,0,0,0,830,8302,110
add and remove key to/from account,0,37,0,0,0,0,0,0,235936,0,1392992,0,0,6464,0,0,0,9698,6464,0,0,0,3232,3232,37,0,9696,35,44,0,0,0,3232,22626,143
convert int to string + create new account,0,73,0,0,0,0,0,0,0,0,58465,0,1063,1063,0,0,0,12608,0,0,0,0,0,0,73,0,6302,65,74,0,0,0,6302,25212,404
get account and get storage capacity + get account and get balance,0,74,0,9877963,0,0,0,0,0,0,0,0,0,0,2727,0,0,24232,0,0,874,0,0,0,74,0,14299,69,30739,0,0,0,3601,42132,696
call empty contract function,0,37,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,9342,0,0,0,0,0,0,37,0,4670,35,44,0,0,0,4670,18682,11
convert int to string,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,0,0,0,0,0,0,37,0,418,35,44,0,0,0,418,1674,6
