tx,GetAccountAvailableBalance,GetBlockAtHeight,RevokeEncodedAccountKey,AddEncodedAccountKey,CreateCompositeValue,CreateAccount,SetValue,GetStorageUsed,GenerateUUID,FunctionInvocation,TransferArrayValue,GetOrLoadProgram,UpdateAccountContractCode,Statement,RLPDecoding,DestroyCompositeValue,GetStorageCapacity,GetAccountBalance,GetAccountContractCode,ResolveLocation,GetCurrentBlockHeight,CreateDictionaryValue,TransferCompositeValue,TransferDictionaryValue,AllocateStorageIndex,Loop,CreateArrayValue,GetCode,EmitEvent,EVMGasUsage,GetValue,EncodeValue,EncodeEvent,estimated,ms
emit event + call empty contract function,0,0,0,0,16158,0,0,0,0,55543,0,44,0,94932,0,0,0,0,37,35,0,0,0,0,0,39385,0,37,921006,0,223,0,16158,189860,113
reference tx,0,0,0,0,0,0,0,0,0,0,0,44,0,33792,0,0,0,0,37,35,0,0,0,0,0,33790,0,37,0,0,0,0,0,67582,18
mint NFT + load and save long string on signers address,0,0,0,0,3700,0,748130,0,3700,21000,0,44,0,35204,0,0,0,0,37,35,0,0,11100,0,3796,6800,0,37,0,0,3954,529710,0,63004,127
convert int to string and concatenate it + get account and get balance,0,0,0,0,0,0,0,0,0,12949,0,9393,0,16058,0,0,0,1035,74,69,0,0,0,0,0,5957,0,74,0,0,2800710,0,0,34964,159
load and save long string on signers address + add key to account,0,0,0,8376,0,0,1327,0,0,23380,611448,44,0,26698,0,0,0,0,37,35,0,0,0,0,0,11690,8376,37,1784088,0,1294,1312,8376,61768,250
load and save empty string on signers address + get account and get balance,0,0,0,0,0,0,1286,0,0,32741,0,15981,0,51766,0,0,0,1767,74,69,0,0,0,0,0,15487,0,74,0,0,4855284,1271,0,99994,302
create new account,0,0,0,0,0,1197,0,0,0,1197,0,74,0,2396,0,0,0,0,73,65,0,0,0,0,0,1197,0,73,65835,0,0,0,1197,4790,419
get account and get storage capacity + get signer address,0,0,0,0,0,0,0,0,0,17255,0,17299,0,95007,0,0,2465,0,37,35,0,0,0,0,0,38874,0,37,0,0,6731915,0,0,151136,334
reference tx + emit event,0,0,0,0,5522,0,0,0,0,11044,0,44,0,20391,0,0,0,0,37,35,0,0,0,0,0,9343,0,37,314754,0,221,0,5522,40778,54
create and destroy EVM bridged account + add and remove key to/from account,0,0,692,692,641,0,5128,0,641,3999,88976,44,0,5285,0,641,0,0,37,35,0,0,1282,0,0,1333,2025,37,298252,0,5785,0,1384,10617,38
get signer receiver + get account and get balance,0,0,0,0,0,0,0,0,0,28416,0,11220,0,23900,0,0,0,1238,74,69,0,0,0,0,0,9472,0,74,0,0,3351941,0,0,61788,254
reference tx + add key to account,0,0,0,8260,0,0,0,0,0,16520,602980,44,0,21989,0,0,0,0,37,35,0,0,0,0,0,13725,8260,37,1759380,0,0,0,8260,52234,215
get signer address + load and save empty string on signers address,0,0,0,0,0,0,1286,0,0,19000,0,44,0,58950,0,0,0,0,37,35,0,0,0,0,0,24723,0,37,0,0,1335,1271,0,102673,37
get signer vault + get account and get available balance,582,0,0,0,0,0,0,582,0,33962,0,4118,0,63854,0,0,0,0,37,35,0,0,0,0,0,27560,0,37,0,0,1566996,0,0,125376,149
get public account + transfer tokens,0,0,0,0,10638,0,122,0,3546,48143,0,44,0,99836,0,3546,0,0,37,35,0,0,10638,0,0,12683,0,37,659556,0,1954,67,7092,160662,193
borrow array from storage + add and remove key to/from account,0,0,814,814,0,0,0,0,0,3312,59422,44,0,15496,0,0,0,0,37,35,0,0,0,0,0,6034,1628,37,350834,0,1868,0,1628,24842,51
borrow array from storage + transfer tokens,0,0,0,0,1572,0,122,0,524,9134,0,44,0,62606,0,524,0,0,37,35,0,0,1572,0,0,20744,0,37,97464,0,2487,67,1048,92484,82
add key to account + borrow array from storage,0,0,0,2858,0,0,0,0,0,9450,208634,44,0,61730,0,0,0,0,37,35,0,0,0,0,0,25262,2858,37,608754,0,1868,0,2858,96442,164
call empty contract function,0,0,0,0,0,0,0,0,0,6939,0,44,0,13880,0,0,0,0,37,35,0,0,0,0,0,6939,0,37,0,0,221,0,0,27758,20
load and save long string on signers address + borrow array from storage,0,0,0,0,0,0,1327,0,0,44291,0,44,0,212011,0,0,0,0,37,35,0,0,0,0,0,81452,0,37,0,0,1868,1312,0,337754,217
get public account + copy array from storage,0,0,0,0,0,0,0,0,0,31661,22240,44,0,92238,0,0,0,0,37,35,0,0,0,0,0,42781,0,37,0,0,1827,0,0,166680,69
copy array from storage,0,0,0,0,0,0,0,0,0,18748,187480,44,0,281222,0,0,0,0,37,35,0,0,0,0,0,112488,0,37,0,0,1868,0,0,412458,203
get signer receiver,0,0,0,0,0,0,0,0,0,3231,0,44,0,2156,0,0,0,0,37,35,0,0,0,0,0,1077,0,37,0,0,1913,0,0,6464,15
emit event + get account and get balance,0,0,0,0,3397,0,0,0,0,11624,0,14568,0,19855,0,0,0,1610,74,69,0,0,0,0,0,5007,0,74,193629,0,4356881,0,3397,36486,263
borrow array from storage,0,0,0,0,0,0,0,0,0,8189,0,44,0,122837,0,0,0,0,37,35,0,0,0,0,0,49134,0,37,0,0,1827,0,0,180160,548
get signer vault + transfer tokens,0,0,0,0,12444,0,122,0,4148,50248,0,44,0,104648,0,4148,0,0,37,35,0,0,12444,0,0,8768,0,37,771528,0,1954,67,8296,163664,260
emit event + get account and get storage used,0,0,0,0,23082,0,0,20637,0,66801,0,44,0,110524,0,0,0,0,37,35,0,0,0,0,0,43719,0,37,1315674,0,223,0,23082,221044,15653
copy array from storage + get account and get balance,0,0,0,0,0,0,0,0,0,4898,8810,12129,0,21253,0,0,0,1339,74,69,0,0,0,0,0,6625,0,74,0,0,3625161,0,0,32776,282
copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,7332,61100,44,0,41550,0,0,0,0,37,35,0,0,0,0,2444,14664,0,37,0,0,3360,1585,0,63546,58
emit event,0,0,0,0,4409,0,0,0,0,8818,0,44,0,13229,0,0,0,0,37,35,0,0,0,0,0,4409,0,37,251313,0,219,0,4409,26456,16
transfer tokens + emit event,0,0,0,0,23551,0,122,0,3212,63162,0,44,0,115625,0,3212,0,0,37,35,0,0,9636,0,0,17127,0,37,1390587,0,2175,67,20339,195914,213
mint NFT + call empty contract function,0,0,0,0,3077,0,622322,0,3077,19655,0,44,0,36237,0,0,0,0,37,35,0,0,9231,0,3156,10424,0,37,0,0,3486,440674,0,66316,86
mint NFT,0,0,0,0,6865,0,1398140,0,6865,27460,0,44,0,48057,0,0,0,0,37,35,0,0,20595,0,7042,6865,0,37,0,0,3615,993000,0,82382,139
get signer address + reference tx,0,0,0,0,0,0,0,0,0,0,0,44,0,16415,0,0,0,0,37,35,0,0,0,0,0,9159,0,37,0,0,0,0,0,25574,20
load and save empty string on signers address + add key to account,0,0,0,1444,0,0,1286,0,0,8862,105412,44,0,11853,0,0,0,0,37,35,0,0,0,0,0,4431,1444,37,307572,0,1294,1271,1444,25146,44
get public account + mint NFT,0,0,0,0,3539,0,714878,0,3539,40594,0,44,0,77653,0,0,0,0,37,35,0,0,10617,0,3630,29977,0,37,0,0,3102,505972,0,148224,112
decode hex + convert int to string,0,0,0,0,0,0,0,0,0,18792,0,44,0,37588,0,0,0,0,37,35,0,0,0,0,0,18792,16496,37,0,0,0,0,0,75172,82
decode hex + get account and get balance,0,0,0,0,0,0,0,0,0,14614,0,24576,0,29232,0,0,0,2722,74,69,0,0,0,0,0,9170,6448,74,0,0,7365732,0,0,53016,360
add and remove key to/from account + emit event,0,0,5709,5709,40053,0,0,0,0,97233,416757,44,0,137290,0,0,0,0,37,35,0,0,0,0,0,45762,11418,37,4743600,0,219,0,51471,280285,387
add key to account + create new account,0,0,0,6884,0,547,0,0,0,14315,502532,74,0,14866,0,0,0,0,73,65,0,0,0,0,0,7431,6884,73,1496377,0,0,0,7431,36612,960
transfer tokens to EVM address + get account and get storage used,0,0,0,0,684,0,241790,7394,1,10812,230898,44,0,17526,74439,1,0,0,37,35,0,0,1368,0,0,7394,684,37,596926,14343000,288891,0,1366,35732,2002
get account and get available balance + create new account,1523,0,0,0,0,9,0,1523,0,18285,0,10735,0,25913,0,0,0,0,73,65,0,0,0,0,0,1532,0,73,495,0,4159313,0,9,45730,216
create new account + get public account,0,0,0,0,0,1252,0,0,0,4754,0,74,0,9512,0,0,0,0,73,65,0,0,0,0,0,4754,0,73,68860,0,0,0,1252,19020,463
get account and get storage used + get signer vault,0,0,0,0,0,0,0,22149,0,23214,0,44,0,46432,0,0,0,0,37,35,0,0,0,0,0,23214,0,37,0,0,1457,0,0,92860,56
get account and get storage capacity,0,0,0,0,0,0,0,0,0,16989,0,17033,0,21845,0,0,2427,0,37,35,0,0,0,0,0,2427,0,37,0,0,6528630,0,0,41261,270
emit event + convert int to string and concatenate it,0,0,0,0,17444,0,0,0,0,61554,0,44,0,79002,0,0,0,0,37,35,0,0,0,0,0,30777,0,37,994308,0,223,0,17444,171333,81
get signer vault + get account and get available balance,2133,0,0,0,0,0,0,2133,0,30268,0,14975,0,45609,0,0,0,0,37,35,0,0,0,0,0,6805,0,37,0,0,5826680,0,0,82682,268
create and destroy EVM bridged account,0,0,0,0,3368,0,26944,0,3368,10104,202080,44,0,16842,0,3368,0,0,37,35,0,0,6736,0,0,3368,3368,37,0,0,27601,0,0,30314,50
convert int to string + create new account,0,0,0,0,0,801,0,0,0,34450,0,74,0,68904,0,0,0,0,73,65,0,0,0,0,0,34450,0,73,44055,0,0,0,801,137804,311
convert int to string,0,0,0,0,0,0,0,0,0,461,0,44,0,924,0,0,0,0,37,35,0,0,0,0,0,461,0,37,0,0,0,0,0,1846,1
create new account and deploy contract + load and save empty string on signers address,0,0,0,0,56,56,10526,0,0,16894,2072,74,56,25261,0,0,0,0,129,65,0,0,0,0,112,8419,112,129,12544,0,122631,6087,112,50574,52
get public account,0,0,0,0,0,0,0,0,0,29530,0,44,0,59062,0,0,0,0,37,35,0,0,0,0,0,29530,0,37,0,0,0,0,0,118122,51
add key to account + create new account and deploy contract,0,0,0,8480,208,208,34318,0,0,17584,626736,74,208,17588,0,0,0,0,281,65,0,0,0,0,416,8688,8896,281,1852832,0,450528,17888,8896,43860,468
get account and get available balance,1905,0,0,0,0,0,0,1905,0,22860,0,13379,0,32387,0,0,0,0,37,35,0,0,0,0,0,1905,0,37,0,0,5202555,0,0,57152,263
mint NFT + create and destroy EVM bridged account,0,0,0,0,7262,0,670565,0,7262,24942,246360,44,0,42626,0,4106,0,0,37,35,0,0,17680,0,3238,7262,4106,37,0,0,36468,451408,0,74830,126
convert int to string and concatenate it,0,0,0,0,0,0,0,0,0,72714,0,44,0,72716,0,0,0,0,37,35,0,0,0,0,0,36357,0,37,0,0,0,0,0,181787,55
add and remove key to/from account,0,0,8738,8738,0,0,0,0,0,26214,637874,44,0,26216,0,0,0,0,37,35,0,0,0,0,0,8738,17476,37,3766078,0,0,0,17476,61168,346
transfer tokens to EVM address + create new account and deploy contract,0,0,0,0,2921,793,882711,0,1,13017,748295,78,793,10893,231827,1,0,0,867,69,0,0,4256,0,1586,793,3714,867,2036598,44667000,2614800,68198,5840,24703,1881
get account and get storage capacity,0,0,0,0,0,0,0,0,0,19999,0,20043,0,25715,0,0,2857,0,37,35,0,0,0,0,0,2857,0,37,0,0,7685330,0,0,48571,354
get account and get available balance + get public account,1742,0,0,0,0,0,0,1742,0,39478,0,12238,0,66766,0,0,0,0,37,35,0,0,0,0,0,20316,0,37,0,0,4685980,0,0,126560,234
get account and get storage used + transfer tokens,0,0,0,0,8055,0,122,30242,2685,59777,0,44,0,122243,0,2685,0,0,37,35,0,0,8055,0,0,32927,0,37,499410,0,1913,67,5370,214947,209
load and save empty string on signers address + copy array from storage and save a duplicate,0,0,0,0,0,0,2819,0,0,3285,8975,44,0,9419,0,0,0,0,37,35,0,0,0,0,359,3258,0,37,0,0,3360,2796,0,15962,16
get account and get available balance + create and destroy EVM bridged account,1334,0,0,0,4911,0,39288,1334,4911,30741,294660,9382,0,47237,0,4911,0,0,37,35,0,0,9822,0,0,6245,4911,37,0,0,3683099,0,0,84223,233
create new account and deploy contract + decode hex,0,0,0,0,190,190,31350,0,0,13143,7030,74,190,25720,0,0,0,0,263,65,0,0,0,0,380,12763,12953,263,42560,0,398620,16340,380,51626,176
convert int to string + get public account,0,0,0,0,0,0,0,0,0,40048,0,44,0,80100,0,0,0,0,37,35,0,0,0,0,0,40048,0,37,0,0,0,0,0,160196,46
load and save empty string on signers address + convert int to string and concatenate it,0,0,0,0,0,0,1286,0,0,106466,0,44,0,132861,0,0,0,0,37,35,0,0,0,0,0,53233,0,37,0,0,1294,1271,0,292560,118
convert int to string + add key to account,0,0,0,6422,0,0,0,0,0,17849,468806,44,0,22858,0,0,0,0,37,35,0,0,0,0,0,11427,6422,37,1367886,0,0,0,6422,52134,185
transfer tokens,0,0,0,0,13566,0,122,0,4522,49742,0,44,0,104008,0,4522,0,0,37,35,0,0,13566,0,0,4522,0,37,841092,0,1954,67,9044,158272,280
convert int to string and concatenate it,0,0,0,0,0,0,0,0,0,35460,0,44,0,35462,0,0,0,0,37,35,0,0,0,0,0,17730,0,37,0,0,0,0,0,88652,48
create and destroy EVM bridged account + get account and get balance,0,0,0,0,12124,0,96992,0,12124,40656,727440,12930,0,69192,0,12124,0,1428,74,69,0,0,24248,0,0,13552,12124,74,0,0,4020365,0,0,123400,830
convert int to string + get account and get balance,0,0,0,0,0,0,0,0,0,10843,0,5145,0,21690,0,0,0,563,74,69,0,0,0,0,0,9717,0,74,0,0,1546561,0,0,42250,82
borrow array from storage,0,0,0,0,0,0,0,0,0,3253,0,44,0,48797,0,0,0,0,37,35,0,0,0,0,0,19518,0,37,0,0,1827,0,0,71568,74
create and destroy EVM bridged account + get signer address,0,0,0,0,5007,0,40056,0,5007,15021,300420,44,0,44315,0,5007,0,0,37,35,0,0,10014,0,0,14645,5007,37,0,0,40713,0,0,73981,89
get account and get available balance + create and destroy EVM bridged account,2923,0,0,0,6044,0,48352,2923,6044,53208,362640,20505,0,79915,0,6044,0,0,37,35,0,0,12088,0,0,8967,6044,37,0,0,7911879,0,0,142090,809
get account and get storage used + reference tx,0,0,0,0,0,0,0,18816,0,18816,0,44,0,56004,0,0,0,0,37,35,0,0,0,0,0,37184,0,37,0,0,0,0,0,112004,57
call empty contract function + get signer vault,0,0,0,0,0,0,0,0,0,52643,0,44,0,105290,0,0,0,0,37,35,0,0,0,0,0,52643,0,37,0,0,1678,0,0,210576,128
decode hex + load and save long string on signers address,0,0,0,0,0,0,1327,0,0,23110,0,44,0,40055,0,0,0,0,37,35,0,0,0,0,0,16941,10772,37,0,0,1335,1312,0,80106,97
create new account and deploy contract + get account and get available balance,1353,0,0,0,652,652,107577,1353,0,18192,24124,9545,652,24961,0,0,0,0,725,65,0,0,0,0,1304,2005,1304,725,146048,0,5051802,56072,1304,45158,524
get account and get storage capacity + transfer tokens to EVM address,0,0,0,0,1069,0,378080,0,1,14303,361030,9004,0,15798,116405,1,1280,0,37,35,0,0,2138,0,0,1280,1069,37,933418,22428000,3894561,0,2136,31381,320
reference tx,0,0,0,0,0,0,0,0,0,0,0,44,0,800,0,0,0,0,37,35,0,0,0,0,0,798,0,37,0,0,0,0,0,1598,1
copy array from storage + mint NFT,0,0,0,0,850,0,173756,0,850,3599,1990,44,0,8939,0,0,0,0,37,35,0,0,2550,0,872,2044,0,37,0,0,4695,123501,0,14582,23
reference tx + create new account,0,0,0,0,0,215,0,0,0,215,0,74,0,5058,0,0,0,0,73,65,0,0,0,0,0,4839,0,73,11825,0,0,0,215,10112,74
load and save empty string on signers address + add and remove key to/from account,0,0,515,515,0,0,1286,0,0,36487,37595,44,0,53962,0,0,0,0,37,35,0,0,0,0,0,17986,1030,37,221965,0,1335,1271,1030,108435,71
create new account + transfer tokens,0,0,0,0,13014,244,122,0,4338,47962,0,78,0,100266,0,4338,0,0,74,69,0,0,13014,0,0,4582,0,74,820288,0,1954,67,8920,152810,308
borrow array from storage,0,0,0,0,0,0,0,0,0,7136,0,44,0,107042,0,0,0,0,37,35,0,0,0,0,0,42816,0,37,0,0,1868,0,0,156994,116
transfer tokens to EVM address,0,0,0,0,505,0,178424,0,1,2523,170404,44,0,2020,54932,1,0,0,37,35,0,0,1010,0,0,0,505,37,440488,10584000,213353,0,1008,4543,69
copy array from storage,0,0,0,0,0,0,0,0,0,5868,58680,44,0,88022,0,0,0,0,37,35,0,0,0,0,0,35208,0,37,0,0,1868,0,0,129098,64
decode hex,0,0,0,0,0,0,0,0,0,20519,0,44,0,41040,0,0,0,0,37,35,0,0,0,0,0,20519,20519,37,0,0,0,0,0,82078,95
transfer tokens to EVM address,0,0,0,0,1758,0,621986,0,1,8788,593902,44,0,7032,191501,1,0,0,37,35,0,0,3516,0,0,0,1758,37,1535594,36897000,742119,0,3514,15820,235
get signer receiver,0,0,0,0,0,0,0,0,0,8052,0,44,0,5370,0,0,0,0,37,35,0,0,0,0,0,2684,0,37,0,0,1913,0,0,16106,25
mint NFT + reference tx,0,0,0,0,2004,0,406582,0,2004,8016,0,44,0,39554,0,0,0,0,37,35,0,0,6012,0,2056,27526,0,37,0,0,3544,288241,0,75096,48
get account and get storage capacity,0,0,0,0,0,0,0,0,0,9191,0,9235,0,11819,0,0,1313,0,37,35,0,0,0,0,0,1313,0,37,0,0,3585803,0,0,22323,583
convert int to string + get account and get available balance,1487,0,0,0,0,0,0,1487,0,31522,0,10453,0,52639,0,0,0,0,37,35,0,0,0,0,0,15165,0,37,0,0,4060997,0,0,99326,221
convert int to string + get account and get storage used,0,0,0,0,0,0,0,1474,0,7352,0,44,0,14708,0,0,0,0,37,35,0,0,0,0,0,7352,0,37,0,0,0,0,0,29412,26
create new account and deploy contract + decode hex,0,0,0,0,328,328,54118,0,0,1864,12136,74,328,2748,0,0,0,0,401,65,0,0,0,0,656,1208,1536,401,73472,0,710448,28208,656,5820,159
mint NFT + create new account and deploy contract,0,0,0,0,5112,737,1004465,0,4375,19711,27269,74,737,32840,0,0,0,0,810,65,0,0,13125,0,5962,5112,1474,810,165088,0,1599257,688016,1474,57663,683
emit event,0,0,0,0,3102,0,0,0,0,6204,0,44,0,9308,0,0,0,0,37,35,0,0,0,0,0,3102,0,37,176814,0,223,0,3102,18614,15
copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,6285,52375,44,0,35617,0,0,0,0,37,35,0,0,0,0,2095,12570,0,37,0,0,3339,1585,0,54472,62
emit event + get public account,0,0,0,0,28287,0,0,0,0,85488,0,44,0,142693,0,0,0,0,37,35,0,0,0,0,0,57201,0,37,1612359,0,223,0,28287,285382,182
get signer address,0,0,0,0,0,0,0,0,0,0,0,44,0,84966,0,0,0,0,37,35,0,0,0,0,0,42482,0,37,0,0,0,0,0,127448,24
load and save long string on signers address + reference tx,0,0,0,0,0,0,1327,0,0,8104,0,44,0,18816,0,0,0,0,37,35,0,0,0,0,0,10708,0,37,0,0,1294,1312,0,37628,16
create new account + get public account,0,0,0,0,0,257,0,0,0,8232,0,74,0,16468,0,0,0,0,73,65,0,0,0,0,0,8232,0,73,14135,0,0,0,257,32932,99
get account and get storage capacity + load and save long string on signers address,0,0,0,0,0,0,1327,0,0,23643,0,11013,0,33118,0,0,1567,0,37,35,0,0,0,0,0,7904,0,37,0,0,4216524,1312,0,64665,198
add and remove key to/from account + get signer receiver,0,0,5740,5740,0,0,0,0,0,19014,419020,44,0,18420,0,0,0,0,37,35,0,0,0,0,0,6338,11480,37,2473940,0,1913,0,11480,43772,261
get signer vault + get account and get storage capacity,0,0,0,0,0,0,0,0,0,27161,0,7135,0,49261,0,0,1013,0,37,35,0,0,0,0,0,21083,0,37,0,0,2767960,0,0,97505,183
add and remove key to/from account + load and save long string on signers address,0,0,773,773,0,0,1327,0,0,2461,56429,44,0,2536,0,0,0,0,37,35,0,0,0,0,0,844,1546,37,333163,0,1294,1312,1546,5841,30
get account and get storage used + copy array from storage,0,0,0,0,0,0,0,12282,0,19617,73350,44,0,134593,0,0,0,0,37,35,0,0,0,0,0,56292,0,37,0,0,1827,0,0,210502,150
get public account + load and save empty string on signers address,0,0,0,0,0,0,1286,0,0,12046,0,44,0,22221,0,0,0,0,37,35,0,0,0,0,0,10171,0,37,0,0,1335,1271,0,44438,17
transfer tokens to EVM address + convert int to string and concatenate it,0,0,0,0,2228,0,786139,0,1,62444,752742,44,0,60220,242721,1,0,0,37,35,0,0,4456,0,0,25653,2228,37,1946354,46767000,938232,0,4454,148317,674
create new account + convert int to string and concatenate it,0,0,0,0,0,848,0,0,0,24102,0,78,0,24954,0,0,0,0,74,69,0,0,0,0,0,12475,0,74,46640,0,0,0,848,61531,317
load and save empty string on signers address + get signer address,0,0,0,0,0,0,1286,0,0,9614,0,44,0,63007,0,0,0,0,37,35,0,0,0,0,0,29098,0,37,0,0,1294,1271,0,101719,29
copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,17274,143945,44,0,97888,0,0,0,0,37,35,0,0,0,0,5758,34548,0,37,0,0,2793,1585,0,149710,132
add and remove key to/from account,0,0,6196,6196,0,0,0,0,0,18588,452308,44,0,18590,0,0,0,0,37,35,0,0,0,0,0,6196,12392,37,2670476,0,0,0,12392,43374,252
create new account + get account and get balance,0,0,0,0,0,726,0,0,0,2469,0,5303,0,4942,0,0,0,581,73,65,0,0,0,0,0,1307,0,73,39930,0,1596007,0,726,8718,337
mint NFT,0,0,0,0,566,0,116928,0,566,2264,0,44,0,3964,0,0,0,0,37,35,0,0,1698,0,581,566,0,37,0,0,3155,83429,0,6794,15
get account and get storage used,0,0,0,0,0,0,0,12884,0,12884,0,44,0,25770,0,0,0,0,37,35,0,0,0,0,0,12884,0,37,0,0,0,0,0,51538,35
load and save long string on signers address + copy array from storage,0,0,0,0,0,0,1327,0,0,41134,112440,44,0,213499,0,0,0,0,37,35,0,0,0,0,0,82409,0,37,0,0,1868,1312,0,337042,189
add key to account + get public account,0,0,0,250,0,0,0,0,0,3965,18250,44,0,7434,0,0,0,0,37,35,0,0,0,0,0,3715,250,37,53250,0,0,0,250,15114,12
add and remove key to/from account,0,0,7578,7578,0,0,0,0,0,22734,553194,44,0,22736,0,0,0,0,37,35,0,0,0,0,0,7578,15156,37,3266118,0,0,0,15156,53048,279
get signer receiver + get signer address,0,0,0,0,0,0,0,0,0,5016,0,44,0,3916,0,0,0,0,37,35,0,0,0,0,0,1956,0,37,0,0,1954,0,0,10888,13
copy array from storage + get account and get available balance,980,0,0,0,0,0,0,980,0,21616,98560,6904,0,164504,0,0,0,0,37,35,0,0,0,0,0,60116,0,37,0,0,2678248,0,0,246236,234
borrow array from storage,0,0,0,0,0,0,0,0,0,4167,0,44,0,62507,0,0,0,0,37,35,0,0,0,0,0,25002,0,37,0,0,1868,0,0,91676,69
load and save long string on signers address,0,0,0,0,0,0,1327,0,0,60872,0,44,0,91310,0,0,0,0,37,35,0,0,0,0,0,30436,0,37,0,0,1335,1312,0,182618,95
get public account,0,0,0,0,0,0,0,0,0,2170,0,44,0,4342,0,0,0,0,37,35,0,0,0,0,0,2170,0,37,0,0,0,0,0,8682,3
mint NFT + decode hex,0,0,0,0,4392,0,886476,0,4392,38712,0,44,0,73036,0,0,0,0,37,35,0,0,13176,0,4506,25536,21144,37,0,0,3099,627243,0,137284,197
create and destroy EVM bridged account,0,0,0,0,4467,0,35736,0,4467,13401,268020,44,0,22337,0,4467,0,0,37,35,0,0,8934,0,0,4467,4467,37,0,0,36393,0,0,40205,67
emit event,0,0,0,0,12941,0,0,0,0,25882,0,44,0,38825,0,0,0,0,37,35,0,0,0,0,0,12941,0,37,737637,0,221,0,12941,77648,60
transfer tokens to EVM address,0,0,0,0,2447,0,864165,0,1,12233,826756,44,0,9788,266588,1,0,0,37,35,0,0,4894,0,0,0,2447,37,2137752,51366000,1031149,0,4892,22021,400
convert int to string,0,0,0,0,0,0,0,0,0,9244,0,44,0,18490,0,0,0,0,37,35,0,0,0,0,0,9244,0,37,0,0,0,0,0,36978,13
load and save empty string on signers address + get account and get available balance,2002,0,0,0,0,0,1286,2002,0,29782,0,14058,0,42675,0,0,0,0,37,35,0,0,0,0,0,4881,0,37,0,0,5468797,1271,0,77338,301
get public account,0,0,0,0,0,0,0,0,0,2422,0,44,0,4846,0,0,0,0,37,35,0,0,0,0,0,2422,0,37,0,0,0,0,0,9690,23
get signer address + load and save long string on signers address,0,0,0,0,0,0,1327,0,0,33368,0,44,0,68942,0,0,0,0,37,35,0,0,0,0,0,26127,0,37,0,0,1294,1312,0,128437,56
add and remove key to/from account + convert int to string and concatenate it,0,0,6210,6210,0,0,0,0,0,21230,453330,44,0,21234,0,0,0,0,37,35,0,0,0,0,0,7510,12420,37,2676510,0,0,0,12420,49974,243
create and destroy EVM bridged account,0,0,0,0,11347,0,90776,0,11347,34041,680820,44,0,56737,0,11347,0,0,37,35,0,0,22694,0,0,11347,11347,37,0,0,91433,0,0,102125,166
transfer tokens to EVM address + create new account and deploy contract,0,0,0,0,2934,210,998598,0,1,14248,928152,74,210,11528,296781,1,0,0,283,65,0,0,5448,0,420,210,3144,283,2426890,57183000,1604631,18060,5866,25986,722
create new account + call empty contract function,0,0,0,0,0,12,0,0,0,4330,0,78,0,8664,0,0,0,0,74,69,0,0,0,0,0,4330,0,74,660,0,223,0,12,17324,12
get account and get storage used + reference tx,0,0,0,0,0,0,0,32659,0,32659,0,44,0,73678,0,0,0,0,37,35,0,0,0,0,0,41015,0,37,0,0,0,0,0,147352,77
load and save empty string on signers address + add key to account,0,0,0,948,0,0,1286,0,0,12748,69204,44,0,18178,0,0,0,0,37,35,0,0,0,0,0,6374,948,37,201924,0,1335,1271,948,37300,41
load and save long string on signers address + create and destroy EVM bridged account,0,0,0,0,3392,0,28463,0,3392,24888,203520,44,0,39032,0,3392,0,0,37,35,0,0,6784,0,0,10748,3392,37,0,0,29128,1312,0,74668,76
decode hex + get public account,0,0,0,0,0,0,0,0,0,11590,0,44,0,23184,0,0,0,0,37,35,0,0,0,0,0,11590,2964,37,0,0,0,0,0,46364,26
copy array from storage,0,0,0,0,0,0,0,0,0,1875,18750,44,0,28127,0,0,0,0,37,35,0,0,0,0,0,11250,0,37,0,0,1827,0,0,41252,22
add key to account + get account and get available balance,1191,0,0,3359,0,0,0,1191,0,21010,245207,8381,0,26969,0,0,0,0,37,35,0,0,0,0,0,4550,3359,37,715467,0,3203790,0,3359,52529,418
convert int to string and concatenate it,0,0,0,0,0,0,0,0,0,3156,0,44,0,3158,0,0,0,0,37,35,0,0,0,0,0,1578,0,37,0,0,0,0,0,7892,3
add and remove key to/from account + get account and get available balance,1611,0,899,899,0,0,0,1611,0,22029,65627,11321,0,30088,0,0,0,0,37,35,0,0,0,0,0,2510,1798,37,387469,0,4399641,0,1798,54627,235
create and destroy EVM bridged account + create new account and deploy contract,0,0,0,0,15586,67,135207,0,15519,46758,933619,74,67,77800,0,15519,0,0,140,65,0,0,31038,0,134,15586,15653,140,15008,0,269931,5762,134,140144,466
transfer tokens to EVM address,0,0,0,0,322,0,113642,0,1,1608,108548,44,0,1288,34984,1,0,0,37,35,0,0,644,0,0,0,322,37,280544,6741000,136127,0,642,2896,49
load and save long string on signers address + get signer address,0,0,0,0,0,0,1327,0,0,15390,0,44,0,26905,0,0,0,0,37,35,0,0,0,0,0,9603,0,37,0,0,1335,1312,0,51898,33
copy array from storage and save a duplicate,0,0,0,0,0,0,1608,0,0,8379,69825,44,0,47483,0,0,0,0,37,35,0,0,0,0,2793,16758,0,37,0,0,3360,1585,0,72620,65
add key to account + call empty contract function,0,0,0,4208,0,0,0,0,0,26451,307184,44,0,44490,0,0,0,0,37,35,0,0,0,0,0,22243,4208,37,896304,0,221,0,4208,93184,133
